author,comment,likes,published_at,reply_count
@redzuanacab7892,Kalau saya yang dapat ni content dekat sabah. Saya harap saya dapat bantu setiap yang susa. Biar pun saya sendiri susa👍👍👍,0,2020-07-23 23:24,0
@muhammadaminarazak1120,ini lagi bagus dari bros gang tv sampah tu,0,2020-07-24 06:24,0
@lawrenceayukaayuka9621,Bangga org Sarawak pula tu,0,2020-07-24 08:24,0
@nonanoni8895,Btssssssss,0,2020-07-24 15:52,0
@satumalaysia9975,Org y kedekut ni rezekipun sush nk hinggap,0,2020-07-25 00:13,0
@jeremytan5197,Jeremy,0,2020-07-25 03:23,0
@mentekedarahtv7808,Saya dah 4 bulan jobless.. boleh tak isa isarb bantu saya serba sedikit.. saya betul2 susah sangat sekarang.,0,2020-07-23 14:05,0
@jeremytan5197,6000,0,2020-07-25 04:03,0
@ejuljonitogo766,Ape keje isa isarb ni ... Murah rezeki... Transfer la akaun aku sikit .. tngah bulan niii.....,0,2020-07-25 13:50,0
@mohamadsyazwanazmibinromli4564,Terbaik aa,0,2020-07-25 16:00,0
@shojamali9934,Masyallah 🤲🏽🥰,0,2020-07-26 07:15,0
@nurr70ibrahim10,Terbaik lah,0,2020-07-26 12:54,0
@Syuk.88,NK jgk Bro..😢😢🙏,0,2020-07-26 19:35,0
@RuseSpaces,Klau nk cari isarb ver pompuan kannn boleh roger 🤣🤣🤣,0,2020-07-23 16:38,0
@bahadonabdullah5371,Banyaknya duit isa isarb tu,0,2020-07-23 13:54,0
@ekinmakeover9002,My husbnd pn join forex..alhmdllah rzeki brtmbh..lg pn dye dh brtahun join..isa sarb ble nk wt kt batu pahat u pnye contest..,0,2020-07-27 00:41,0
@shilaharun2822,👍🏻👍🏻👍🏻,0,2020-07-21 20:09,0
@luiebah6854,tak sesuai lah pakai baju kemas macam tu kalau nak uji ikhlas org awam,0,2020-07-21 07:08,0
@abdulazim4264,"Thorbaek r Isa Iasrb & ISARB Clan..Content dia menarik
touching abs time dak serawak tlg shah..thorbaek..",0,2020-07-21 07:28,0
@alamanshahlasudah2496,aq suka sagat lh cainel nie terbaik lh dia berkongsi rezeki yg ada...trus kn semoga berjaya,0,2020-07-21 08:35,0
@tokitaohma8721,Silap² dia Akan Jadi Mcm Mr. Beast Malaysia.. Gilalaaaaaa..Content mcm Nii Akan Jadi Top..,0,2020-07-21 09:07,0
@sarifahkokpah8239,Mahal Nye produk hang Adik......semoga Allah swt permudahkan urusan hampa bro....good video as human beings,0,2020-07-21 10:05,0
@officialfzcphrxx5895,Isa isaarb = Mr bist😂,0,2020-07-21 10:45,0
@georgiajeffrey1125,Terharu la tengo video isa ni...smoga Allah kurniakan limpahan rezeki untuk korang smua..amiin,0,2020-07-21 22:48,0
@perdychannel5465,"Mantap lah saya suka
🤝🤝🤝",0,2020-07-23 03:11,0
@vimasbeautystudio7472,Terbaik 👍🏻,0,2020-07-22 03:18,0
@kingzeus5280,"tgk budak mycar siap
nak hantar balik tu buat mata aku berkaca 😭",0,2020-07-22 05:41,0
@rosni-ss6im,"subhanallah. no wonder rezeki you tk putus mngalir, sbb duit yg you dpt ad bhgikn pd yg lain 👌 btullah, dlm rezeki kita ad rezeki org jugakkan..  insyaAllah,  smoga Allah murahkan rezeki you lgi.. aaamiin aamiin",0,2020-07-22 07:27,0
@asyrafarafat7792,Sedihnya. Bagi je la klo org minta.,0,2020-07-22 08:51,0
@myzss84,"Video kali ni aku nangis la bodoh. Aku ni jantan, mana boleh nangis.. kau memang bodoh la isa.",0,2020-07-22 11:33,0
@roestarcini,Alhamdulillah. Itulah berkongsi rezeki namanya. Allah datangkan kepada siapa2 juga yg amat memerlukan pada ketika itu. The power of sedekah. Aminnn...,0,2020-07-22 14:06,0
@mohamadkhairi5614,Kalu dapat bantu saya juga kelak Isa isarb,0,2020-07-26 23:18,0
@azimamran9894,Bang isa takde job kosong ke,0,2020-07-27 05:41,0
@letchumiletchumi7573,Are u coming to Ipoh Perak,0,2020-07-16 07:33,0
@coletjoseph7693,Susah pn orng tu tolng memng terbaik..trsntuh nmpak,0,2020-07-30 13:11,0
@mekchachannel9869,Hi. Abang abang dan kakak kakak. Saya mekcha.  Saya baru dalam youtube ni harap abang dan kakak suka dengan channel saya,0,2020-07-29 14:50,0
@qasehmochi7681,Semua video abang isarb best👍👍👍,0,2020-07-30 00:00,0
@superroxy3952,Abang isa nak iphone,0,2020-07-30 03:37,0
@joeliwi6966,Wow terbaiklah..ada yg nak gi tukar duit dulu sebab tak cukup nak bagi semua..ada juga yg nak hantar free ke station bas.,0,2020-07-30 07:03,0
@zinnirafuziah4290,ya Allah isarb...sayunya tgk,0,2020-07-30 09:08,0
@aciksuper6287,salm abg isa isarb sye teringin nk jumpe ng abg🥺,0,2020-07-30 09:21,0
@sanijateng,👍👍👍🙏best,0,2020-07-30 15:31,0
@roshaizatulakma9908,💖,0,2020-07-29 13:47,0
@sanijateng,Patut di tiru dorang baik betul,0,2020-07-30 15:33,0
@mohdridzuanabdulrahman9019,sentiasa bersyukur dan perbykkan berselawat..smoga semua urusan dipermudahkan..,0,2020-07-31 01:06,0
@mckokochannel785,Khaw Lian Channel 24,0,2020-07-31 04:46,0
@hasifahmad4370,Orang warga asing yg fisrt tolong,0,2020-07-31 06:55,0
@syukuramin1727,Bro ajar kan saya cara2 nk main foxrd 😃,0,2020-07-31 07:46,0
@awaisabrom6515,Cuba bagi tip camana bro dapat duit banyak sangat Teringin jugak nak buat pahala cam korang,0,2020-07-31 08:02,0
@paiz4715,Baik siak brader yg nk tumpang kan tu...dh la bagi duit pastu tumpangkan lagi,0,2020-07-29 14:13,0
@mohdshaiful2910,Terbaikk bossku,0,2020-07-29 12:42,0
@ahmadnabil9953,"Ni kat mana
Dengar tadi macam puchong",0,2020-07-27 11:11,0
@hakimiekasmizan1138,assalamualaikum abg isa isab saya nak belajar cara buat duit masa umur 17 tahun boleh ke abg ajar kan saya🥺🙏🏼saya betul ii nak belajar cara buat duit🥺🙏🏼,0,2020-07-28 11:04,0
@soulslayer477,"Abg isa srs mnyentuh sngt²,.. Do the best abg.",0,2020-07-27 12:44,0
@muhammadariff8166,Wow,0,2020-07-27 13:28,0
@naslizaamat1117,Nak tanya lah hari jadi isa isarb ahh,0,2020-07-28 02:35,0
@MxshJR420,Aku sorang je ke yang perasan abang baju biru tu dia hisap pod,0,2020-07-28 03:38,0
@ariefhpa1301,"Aku ssh ni isa kau blh tlg x aku,kalau kau blh tlg ok lh",0,2020-07-28 08:31,0
@kimiabil2345,Isarb saya,0,2020-07-28 10:55,0
@shahrulsafuan6772,Boleh kah berkerja dengan awak.. masih mencari kerja..,0,2020-07-28 13:43,0
@mainidjuran4729,Buat g banyak video bro,0,2020-07-29 10:14,0
@_.dxnie._pro2758,baik isa☺️,0,2020-07-28 15:38,0
@mryousoft2934,Ini salah satu contoh mcm mn yg Allah janjikn utk kita yg terjemahkan dalam bntuk video oleh isa isarb ni yg dinama SEDEKAH..sbb jnji Allah tu pasti..jd apa yg isa buat ni adalah satu contoh yg TERBAIK utk mengajak lebih ramai org bersedekah ganjaran pasti ada..mcm dlm video ni sapa sangka hnya mmberi rm10 ringgit akan dpat gnjaran rm100..klu semua org dlm video ni tahu dia bagi rm10 dpt balik rm100 sudah tntu semua org bagi rm1k dpt blik rm10k..kita klu nk rezeki kita bertmbh kita kena lebih bnyk bersedekah..usah kita pkir la siap yg dtg meminta pd kita..sbb klu semua org dlm dunia ni senang dan kaya maka Allah tidak akn wujudkn la amalan sedekah tu..jd bersedekah la pada siapa pn tnpa kira mengira kemampuannya.,0,2020-07-28 21:08,0
@ustazah-hinaannas1450,fatwa forex x halal,0,2020-07-29 00:32,0
@venommtrs7044,"Terbaik la isa isaarb,tak salah rezeki kite konsi bersama",0,2020-07-29 05:07,0
@kakikayu3287,Xdapat derma duit..derma like pun boleh la 😣 derma subscribe kt channel sy pun okay gak 🙉,0,2020-07-29 05:19,0
@mainidjuran4729,Terbaik bro👍👍👍,0,2020-07-29 10:09,0
@fazerulsaharudin3208,"Percaya lah cakap aku, 2021 pun masih ada yg tengok video ni",0,2020-07-21 06:58,1
@izzatsyamir2001,cringe af syah tu,0,2020-07-21 05:59,0
@mikhaelvito8925,Ternyata malaysian people tu ramah sangat.from indonesiaa,0,2020-07-21 05:39,0
@rahmanman3762,Orang.  Sarawak mmg baikk,0,2020-07-17 13:40,0
@muhdazim5547,Aq mcm berminat main forex tu....ade info yg lebih detail x mcm mne nk main octafx tu...,0,2020-07-17 09:22,0
@muhymeenameen5809,"brother srawak tu... kita mintak 10... dia bagi 20....terus dapat 200..

terbaik bro... moga berjaya dlm khidupan",0,2020-07-17 11:13,0
@kyonjurouhashira8234,Yoo,0,2020-07-17 11:14,0
@vasuvasu2935,Bro isarb...i pun susah juga tanggung family....join sekali boleh...janji halal..,0,2020-07-17 12:05,0
@mohdamirsyafiq6562,mamak kutty,0,2020-07-17 12:57,0
@akmaammara271,Isa mari la kuantan pahang pulak,0,2020-07-17 13:08,0
@edeidderf8819,isa ni kacukan india ke..muka mcm pure india..tamilnaidu punya muka..cara ckp lidah pun more to indian.,0,2020-07-17 13:48,0
@afifchaniago1489,riba goblok,0,2020-07-17 08:16,0
@amnaedi3987,"I m sad.,touching..aaa sedihnyer bukan senang tau nak p mtk duit mcm tu ngn org...ya Allah alhamdulilah utk yg membantu tu",0,2020-07-17 15:51,0
@khairunnisajamaluddin6163,"Aku takminat pun isa isarb nie tapi sebab content dalam channel dia bagus jadi saya subsribe channel awak isa isarb.. saya support awak, semoga dapat bantu rakyat malaysia lebih banyak lagi..",0,2020-07-17 16:39,0
@p99greatest84,Haha sarawak nang steady!! Actually Orang Malaysia kita mmang baik.,0,2020-07-17 18:04,0
@Yattdamya85,"bestnya😅bila la nk minta kt saya🙈jgn kata duit,kereta lama yg sy guna ari2 pn sy bgi😅mne tahu rezeki sy dpt kereta baru😊..:",0,2020-07-17 22:58,0
@MazlinMalek,Keep up the good work. Kalu org kaya senang2 tabur duit mcm ni selalu kan bagus. Tp zakat jgn lupa byr tau. Tu lbh wajib.,0,2020-07-18 00:13,0
@suhaimizulkipli7343,Brader baju merah tu terbaekkk,0,2020-07-18 00:27,0
@aaamalinn6388,dia keje apa sia banyak nau duit,0,2020-07-17 08:16,0
@stepmaxric8659,👍🏼,0,2020-07-17 07:30,0
@kaitoakrazaky1937,Ada job kosong tak? Mcm mana nak APPLY?,0,2020-07-21 04:56,0
@harrisworld1610,"Allah..Akak Speecless isa & gang bust social experiment mcm ni.akak dpt rase feel lpas sedekah kat .org even dlm poket ade rm3 je.rase lapang alhamdulillah..akak just pk ade rezeki Utk akak,suami & anak nti.aamiin..",0,2020-07-16 19:08,0
@izmairwan8505,kan best dapat duit banyak cam tu hmm tpi kalau nak dapatkan 20 ringgit pun dah susah ape lagi nak dapat banyak,0,2020-07-16 07:45,0
@juesham3819,baik hati sampai buatkan saye sedar,0,2020-07-16 12:02,0
@fatimahothman3170,Bgus la isa isarb bantu org mcm ni,0,2020-07-16 12:30,0
@fatimahothman3170,TQ isa isarb,0,2020-07-16 12:31,0
@Manja5915,"Setiap kali manusia menguji manusia yg lain, jgn kamu lupa  bhw Tuhan sedang menguji kita sehingga akhir nafas...",0,2020-07-16 13:54,0
@rahimramli1246,Salam bro. Minta tolong ajar cam nama nk buat duit,0,2020-07-16 19:03,0
@Man_Taliban,"Terbaik bro,cuba buka mata orang yg kedekut,xmiskin pon kalau kau bagi orang rm10 pada org yg betul2 dalam kesempitan,10x ganda Allah bagi kau rezeki,aku respect bro buat video macam ni,semoga korang semua murah rezeki.",0,2020-07-16 19:33,0
@salmajufa2720,"Assalamualaikum...abang ni memerlukan bantuan...rumah terbakar...

1511 4663 8780

Maybank En Muhammad Yusuf",0,2020-07-17 06:16,0
@k4mal112,Ni ..bkn xpirimen...majal orang...,0,2020-07-17 01:39,0
@ryanditokalin,saya dari Indo. cukup bagus tapi fashion atau gaya nya kurang prihatin. kurang seperti pengemis,0,2020-07-17 01:51,0
@laraarryana6758,any tips on how to be success? or maybe success as a youtuber? i tengok best je buat content macam ni 😭 please make my dream come true isa 😭,0,2020-07-17 03:50,0
@hobisibotak57,Assalamualaikum Saya baru menonton chanel ni... Saya memang respect kat orang  Malaysia yang suka membantu walau pun diri sendiri dalam kesusahan...,0,2020-07-17 04:07,0
@idayuzaimi,Hello,0,2020-07-17 04:37,0
@kobigayu3839,Nice bro 100% God will bless you,0,2020-07-17 04:52,0
@grays142,"Cer pakai mcm org susah skit, ni jalan pn bwk fon besor🤣",0,2020-07-18 05:11,0
@aidilsafwan3423,Aku harap dapat jumpa iSARB Clan suatu hari nanti 🤲🏼,0,2020-07-18 05:15,0
@parke2916,sempoiiii isa. smart d brew lycee sodap oooo,0,2020-07-18 05:24,0
@safwanalong3940,Isaisaarb hadiah kan saye moto,0,2020-07-20 11:57,0
@fifabilal7218,May Allah bless you always isarb team,0,2020-07-19 13:02,0
@mdhjfj2427,Ajmir kambing with Ada baik,0,2020-07-19 14:21,0
@khairulazim1083,3:53 terbaik booo,0,2020-07-19 14:51,0
@jovitarobertjohnny4333,🙋‍♀️u have many ideas. Syukur ada org spt kmu,0,2020-07-20 00:49,0
@badrul580,Isa promote channel youtube aku skali..teringin jugak nk buat mcm ko buat,0,2020-07-20 02:07,0
@abdfaizaljamal103,Menarik,0,2020-07-20 05:40,0
@kanjozoku227,Seronok nye,0,2020-07-20 17:34,0
@muhamadnizam4026,"Terbaik isa,semoga dimurahkan rezeki..tolong orang dengan ikhlas 👍👍",0,2020-07-18 05:43,0
@kanjozoku227,Saya pon nkb,0,2020-07-20 17:40,0
@daxzember6984,Boss banyak duit.. Minta belanja PC satu..😅😅,0,2020-07-20 19:38,0
@ahmadhafizee5474,RESPET BRO ISA AND THE GANG🙏🇲🇾,0,2020-07-21 02:09,0
@muhammadjamalfaruq3615,Kenapa berisiko bang isa,0,2020-07-21 02:15,0
@endryghnni1895,Orang sarawaak baik2,0,2020-07-21 04:24,0
@endryghnni1895,Cuba tngok minit 8:23 lelaki tu tnggu je pelukan sbb dia ikhlas bagi...,0,2020-07-21 04:33,0
@roslibunga1439,Terbaiklh bos...insyaallh segala kebaikkan anda ade gnjarannya..kelak...doa untuk korg semua..aminnn,0,2020-07-19 09:56,0
@jessychaos5296,Pstu kbnykn msg2 or comment2 peminat ko xpnhpun ko check..baca..bg like,0,2020-07-19 08:12,0
@jessychaos5296,Org sarawak mmg baik2,0,2020-07-19 08:10,0
@jessychaos5296,Bodohla budak baruni...ckp pun gagap2!!kna bljr lg r...pStu blkg byk r..r...kn..kn..,0,2020-07-19 08:10,0
@hafizrazali2513,terbaikkk,0,2020-07-19 06:36,0
@najibharis,Terbaik la... Kita kena bersyukur DOAKAN aku korang yg tengok ni... Isteri aku bersalin hari ni... Aq tengah tggu dekat hospital skrg... aminn,0,2020-07-19 05:54,0
@cheqmangkuksantan7000,Salute,0,2020-07-19 05:03,0
@mohdazlan8702,Sedihla plak.. Xkira bangsa apa.. Kalo boleh tolong kita tolong..❤️❤️,0,2020-07-19 04:37,0
@qmmetallegasiborneo5769,Bro isa tunjuk ajar bermain dengan forex dulu bro...tq bro,0,2020-07-19 04:30,0
@normimohamad7822,Sebak plk rase allahuakhbar,0,2020-07-19 04:24,0
@dayangfaiezah3567,First yg terbaik social experiment by you guys..mcmni baru manfaat..,0,2020-07-19 03:30,0
@fizzamn6703,Mau dok hapai muka depa ni😂,0,2020-07-19 01:40,0
@WorldAfterCovid19TV,Sy dah subscribed channel awak... minta u subscribe channel sy boleh ka?,0,2020-07-18 18:47,0
@amirazman1804,jelajah satu malaysia please isa,0,2020-07-18 17:10,0
@rahmanaman3496,Tipu indon,0,2020-07-18 16:53,0
@halizaliza822,the best..abg bju mroon tu mmg baik sgt siap nk tlg antr..mga murah rzki sllu,0,2020-07-18 14:44,0
@adamaliff5553,Yang baju merah tu orang paling baik siap nak hantar,0,2020-07-18 14:26,0
@xxprogamerlol8004,Baiknya Is The Best Isa,0,2020-07-05 05:16,0
@andreonesimus264,Misterrrr beast malay...walaweh,0,2020-07-04 12:08,0
@shahidahmustaffa2091,Sya respect lah dgn abg isa isarb nie.. video dia semua mmg  terbaik👍🏻💕,0,2020-08-01 04:27,0
@rayzo2051,Salam dari sabah isa semua video isa memng mantappp👍🏼,0,2020-06-20 09:45,0
@hazimzuhairi5541,Aku memang tabik kaulah isa,0,2020-06-20 07:09,0
@wansilat3089,Bagus ini isa semoga bertambah rezeki dan banyak bantu orang susah amin.,0,2020-06-20 07:10,0
@moktar-hz7pr,"Pngajaran yg bgus....
Mcm nilh video yg x buang msa utk d lihat",0,2020-06-20 07:55,0
@abdulhadiadzman9675,aku x minat lsung mmg poyo ni..,0,2020-06-20 08:00,0
@Saswini30,Cun...,0,2020-06-20 08:57,0
@laviya_ajaaaa,"Terbaik Bro Isa Isarb.....moga usaha you until hasilkan content yang lebih baik dipermudahkan oleh Allah Set....I respect with you bro.,.",0,2020-06-20 09:21,0
@CoolKidwithAnAnvil2009,Terbaik,0,2020-06-20 09:58,0
@hafizigee3404,Aku doakan isa n grub murah rezeki dan diberikan kesihatan..,0,2020-06-20 04:00,0
@muhammadsyaban7984,Teruskan ....please dont stop make peopla open dear mind..and heart..to help people out there...good luck...broderr,0,2020-06-20 10:09,0
@marlboro46,Steady larhh bro. Sya salute lu bro. Video ni bkn sja bgi info tntang keprihatinan rakyat malaysia. Video ni jugak bgi kesedaran sbnarnya ada org yg xbernasib baik dan btol2 susah  perlukn pertlongan kita. Kita bantu stakat yg kita mampu.,0,2020-06-20 10:40,0
@OSUNDU,You guys the best!!!! Keep it upp... Fully continues succes with fully blessed,0,2020-06-20 15:17,0
@genel7290,Respek... Trbaik.. Ikhlas dri sa org sabah hihi.. Trbaik sangat la chnel kmu ni hihi......,0,2020-06-20 15:56,0
@vampire7327,Banyak penipu di malaysia menyebabkan orang ramai tak percaya,0,2020-06-20 15:58,0
@aizadamirul385,Tolong aku cukupkan hantaran kawih aku weii 😭😭😭😭😭😭😭😭😭 kau tolong laa aku wei wassap aku 0109387346,0,2020-06-20 16:16,0
@apiezxox5608,nice sarawakian love borneo asl dari kg faham,0,2020-06-20 06:20,0
@dayangsenandung8896,Sambil ulur tu.. niat dalam hati moga terang hati dan jiwa kite..,0,2020-06-20 03:50,0
@alanbois6400,Terbaikla org sarawak,0,2020-06-20 16:56,0
@erinbawelchannel8312,Jganlah pergi Abang yg handsome.sruh lah org yg sikit penampilan buruk.,0,2020-06-19 12:35,0
@Farhanflymedia,moga allah berkati kamu isa!,0,2020-06-19 09:51,0
@azlindahaziz,Isa octafx tu utk Malaysians je?,0,2020-06-19 09:52,0
@sportrimgaragenilai9873,Terbaik isaa..kau buat mcam nii...sambil2 kau cari rezeki kau bg orang rezeki..semoga kau dimurahkan rezeki ..amin..,0,2020-06-19 10:19,0
@AZIROZEIAH,saya pon tak de. hahaha.. MUKA cam tak lapar,0,2020-06-19 11:11,0
@AZIROZEIAH,kesian nya. yg tu . kena buang kerja sebab pkp,0,2020-06-19 11:13,0
@amirulwahid5567,Orang kelantan memang takde perasaan ke😂,0,2020-06-19 12:07,0
@wedds4208,kebanyakkan melayu sama melayu tolong .. itulah hidup skrg .. bila susah2 mesti support barang melayu,0,2020-06-19 14:15,0
@norazirahbintibuang4099,❤️❤️❤️,0,2020-06-20 02:42,0
@tiongphilip3991,Isa sy perlukan bantuan semasa pkp,0,2020-06-19 15:31,0
@khairulanuar571,Mintak tunjuk ajar nak trade octa,0,2020-06-19 17:02,0
@dziu_g5578,😱🤝,0,2020-06-19 17:04,0
@ShahrizalSyamsul,"Bang isa cuba menyamar jadi pengemis dan mintak sedekah dekat pengemis, kalau pengemis itu kasi duit bang isa kasi 5 kali ganda atau lebih, macam mana boleh buat tak?",0,2020-06-19 19:18,0
@hardyfrancis4799,Sarawak terbaik,0,2020-06-20 00:07,0
@izzsmall9947,Isa tukarlah imej dlu.... Org daa kenal laaa,0,2020-06-20 00:35,0
@saifulikhwan90,KAYU,0,2020-06-20 16:37,0
@acap9614,"Aku pernah rasa mcm mana takde duit, nak balik kampung berbekal rm20 je dlm poket tu pun hasil dari duit syiling yg aku kumpul pegi kedai tukar duit kertas, sampai stesen bas ada sorg uncle cina dtg dkt aku mintak duit sikit nak buat makan sbb dia tk boleh kerja faktor umur org tanak amik kerja, aku bgi rm10 untuk dia buat makan tinggal laa baki rm10 lagi dlm poket aku nk balik kampung, aku redha je apa pun nak jadi.. ALLAH dah tentukan perjalanan hidup sampai laa ke hari ni ada duit sikit aku cuba nak bantu org walaupun masih dlm keadaan belum mampu lagi.. Doakan aku berjaya 😊",0,2020-06-20 19:52,0
@muhdhakim303,Terbaik bro,0,2020-06-22 11:48,0
@Kungkungtasu,Saya suka channel ni...must subscribe...,0,2020-06-22 05:42,0
@undisputed7,@isa isarb Jom social xpriment area manjung,0,2020-06-22 00:10,0
@abidgamingchannelabidalfat9095,Hai isa isarb,0,2020-06-22 01:32,0
@remy186,OctaFx patuh syariah ke bro Isa?,0,2020-06-22 03:04,0
@subzerro9645,Apa masalahnya ni,0,2020-06-22 03:13,0
@mastercaimkt2155,first donator...Sarawakian,0,2020-06-22 03:39,0
@Kungkungtasu,Wowwww....hebatnya...,0,2020-06-22 05:41,0
@Kungkungtasu,Hahahaha,0,2020-06-22 05:44,0
@edipozipozi9622,👍👍👍👍👍👍💪💪💪,0,2020-06-22 00:02,0
@fikripoksen9844,Terbaikk,0,2020-06-22 07:06,0
@encikmusang3406,"Bro kau punya content memang nice bro , Keep it up 🔥",0,2020-06-22 07:59,0
@epanshady7578,mr beast malaysia,0,2020-06-22 08:07,0
@hairiayie3051,Ade keje ksong x?,0,2020-06-22 09:34,0
@areminthardyssa3741,Cuba kau buat dekat sabah  .. Kau tngok apa kau dapat .. Hahahah .. Silap2 dia kasi kau duit dia bawak lagi kau p rumah kasi makan kasi tidur ... Sabah mmng tbaik la ...,0,2020-06-22 10:22,0
@wanzbii9202,"Mcm kes saya masa nak cek duit dh masuk ke tak dlm bank.. Masa pkpb.. Bebaris Panjang.. Nampak pakcik dgn anak dia rasanya.. Dari hjg barisan sampai la saya dekat mesin ATM tengok dia org mundar mandir.. Tak puas hati saya tanya kenapa? ..nak ambi duit tp tak dpt katanya.. So sya tlong, Dan minta Kad ATM pakcik.. Sekali tgok balance ada 36.rgt ,mesin hanya kluarkan not 50. Patut tak dpt duit.. Pakcik Kata duit bsh org kata dh kluar.. Sebab tu pergi bank Nak ambi katanya.. Saya tanya dari mana.. Dia Kata kpg **** minyak moto untuk Balik pun sampai ke tak kata pakcik .dengar jer nama kpg saya memang tau agak jauh dari kch. Tgok jam dh pukul 1pm.. Saya hulur 50. Yang termampu saya bagi masa tu. Utk Makan Dan beli minyak Kata saya.. Bukan dekat kpg pakcik tu Dari kch.. Tak dpt sya bayangkan.. Gara2 nak cek duit bantuan.. Sangup  dtg jauh masa pkpb😥",0,2020-06-22 11:13,0
