text,label
thanks mark for reviewing malaysian food,2
❤ malaysia 👍🇲🇾🤤,2
welcome to kuala lumpur mark! i’m glad you tried the ah loong chicken wings they are indeed the best in kl!,2
"mark stop! you’re bringing up all the only local known hidden spot! 🥹 the chicken wing place is where i used to stay, it’s the best chicken wing, sometimes only opens 2hr, depending on your luck, but it’s the best bbq chicken wing",2
shin kee beef noodle will blow u up to the moon just go try it guys,2
terubuk got soo many bones bro. it’s good but difficult and quite tedious to eat. the guy who recommends already told mark it’s difficult but he did not hear it. 😂,0
"i'm happy you chose nasi lemak over the ""found everywhere"" chicken wings.",2
wow very yummy!,2
"believe the boney fish you tried is the king of fish in bangladesh and west bengal named ""hilsa"" or ""ilish"".",1
hmm i saw that durian chendol and i am drooling.. tropical country so hot shaved ice save the day!,2
"hi mark, welcome to malaysia. in your next trip, for your beef noodle fix, try the coffee shop opposite shin kiew yee called lai fong coffee shop (decades old coffee shop). a beef noodle stall there serve another version of beef noodle! i love both version!",2
all of the food in the video look delicious and the food culture looks so diverse!,2
welcome back to malaysia mark i love your channel so much 😇,2
"the way he described the durian,, as if he talking about his lover 😂😂",1
welcome to kuala lumpur bro.. suggestions come to kuching sarawak i will bring you to tour best food in borneo come to kuching sarawak. 🤩🙏,2
"i ate that claypot dish, if only they didnt put so much soy sauce it would had been so so good",2
can't beat the food here!,2
the best way to describe malaysian food! mark never goes wrong with his recommendation.,2
"funny, i’m in kuala lumpur right now. hit me up if you’re hungry, lol. i can do the camera work, so your guy has time to eat.",2
is this new video or recycled footages from old?,1
"my nasi lemak must have shelled prawn sambal with anchovies, cucumbers & peanuts. extra fried chicken will be great 👍",2
is that mackerel at 9:00?,1
nasi lemak is one of my faves ❤,2
"when you come to malaysia you can literally make different videos for each race, and thats not counting in the fusions 😂",1
👍. ..nasi kerabu next boss😂😂❤❤🤤🤤..,2
tqvm for loving malaysian food. nasi lemak seems to be the epic choice for many travellers in malaysia. a grateful malaysian. 🫰🏻🫰🏻🫰🏻🇲🇾🇲🇾🇲🇾,2
wow i watched tony-o man and he ate fish then see mark eat real fresh fish 🎣 wow!’,2
tq mark for comin again to our country! we love you!,2
"thanks mark for visiting malaysia again and again. there are new food stores popping up every month with some viral foodies. i can't keep up. anyways, please get some local durian as its cheap now. :)",2
nothing beats malaysian food,2
go to kelantan again bro,1
gotta collab with mark for kl,1
kl food is overrated. better go outside selangor,0
at least all street shop is clean right. good job malaysian vendor.,2
welcome back mark wiens😋,2
"i love malaysian cuisine, but at the second place that mark visited, it seems their handling of the fish is not very clean. the fish went from the tubs straight to the marinade without proper cleaning. and how long has the marinade been sitting out?",0
สนใจซื้อเสื้อยืดครับ สั่งซื้อง่ายๆ ยั้งไง55,1
"and anyone who visits bangkok should try the best pad kaprao in town at phed mark restaurant, you will love it",2
good vid as always mark!i welcome back to malaysia. jemput makan 😀,2
"you make me auto hungry brother.. 😭btw welcome to 🇲🇾 & happy enjoy travel for food.your body size is small but have a so big tank, so many eat but still look like empty..",2
"malingsia klo ga bisanya cuman niru kuliner orang trus cara penyajiannya memakai daun pisan dll, bisa apa? wkwkw emang kasian bngsa ga punya jati diri!",0
wings are drums and flats😂never a tom a lee,1
what are mark's top 3 favourite cuisines (apart from thai) ?,1
"ikan bakar apa la rendam dalam air kunyit mcm tu ,ckup flavour ke pd ikan?🤦🏼",0
"at 22:43 there's his signature ""oh wow ""! 😎👍",2
u make me hungry,0
welcome to malaysia!,2
malaysia love you ❤,2
sumptuous cuisine! wonderful! thank you for the video!,2
"i am loving how you describe the food these last few videos, mark. i feel like i can taste it through the screen!",2
i didn’t realize malaysia was part of the british empire at one time. sounds like english is widely spoken. amazing country.,2
that grilled fish looks world class i'm salivating.,2
"nothing beat nasi lemak in malaysia, that's why it is our national dish",2
oh wow a new migrationology episode! what a treat! even beef lungs and chicken feet for breakfast sounds awesome! 👍😎👍😎👍😎👍😎👍,2
if your food lover like me malaysia the best go mark god bless,2
malaysia got many variety of food..nice,2
13:34 is it halal or muslim friendly??,1
you are leaving the best part of the chicken.,0
"great video as usual mark. i had milk fish once, and you were very kind with the description of how hard it is to eat with all those little bones.",2
village cooking video is very good 👍👍,2
how the hell is this guy still look skinny when his job is only eating. and i mean by a lot. i'm here gaining a kilo by having breakfast only,0
persians always lie,0
"mark, please visit sarawak, borneo. you'll love the food!!",2
you love malaysi food,2
"34:28 the saltiness is likely from the coconut milk (santan), traditionally, it is salted rather than sweetened, even in desserts.",1
"mark, you ate the claypot rice the right way! with cili and soy sauce to elevate the flavour! you also went to actual local places, which are not touristy. i have a whole new level of respect for your work now..bravo! also, malaysian durians for the win! ( especially the local, village durians) :)",2
you are the best mark! bringing the world of culinary to our lives. long time watcher…you have a way with words that bring us as close to your experience as possible. 🙌🙌🔥🔥 thank u mark,2
"9:10 definitely milk fish and the sauce is called budu (fermented fish sauce with chillis, garlic, lime and shallots), it’s fantastic with grilled fish!",2
"think your trying too hard to tell us that this food is great, it look crap",0
this man really knows how to enjoy his food! always a joy to watch him eat. will visit his restaurant in bangkok for those insane eggs later this year!,2
had to switch this halal crap off. disgusting,0
i had fish cooked like this in jamaica. tfs,0
1:58 that first dish alone would be $45 in the us,1
"i love how mark can eat sambal outside in 100% humidy and not shed a bead of sweat. i think he's got super powers, haha! edit: completely forgot to say thank you mark, great video, the food looked incredible!",2
oh my god! i am salivating . . . again!,2
octopus or kraken,1
"that clay pot looks so delicious.. i wish we could have this kind of food in north américa.. thanks mark, another outstanding video!!+",2
gets food poisoningleans to the rightoh wow. so delicious.,2
wow! no gula melaka with your durian cendol!,2
"more malaysia/se asia, mark",1
shd try nasi lemak zul jalan imbi!! the best nasi lemak in klang valley,2
