comment,label
i think not the fried carrot cake me but fried taro cake,1
"there was no carrot, and no cake, in that fried carrot cake. shame.",0
that xxl grilled sotong at rm25..what a rip off,0
which night market is this?,1
it took until the bean sprouts for me to realize that wasnt fried carrot cake like the dessert.,0
i love peanuts😁 kway verynices mee goreng nice thankyou vidoes👍🏻👍🏻👍🏻👍🏻👍🏻🤣,2
"salted egg mushrooms, sounds yummy",2
i loved how methodical and careful the squid cook was. i could have watched him alone all day. keep being amazing!!,2
the fried carrot cake was not what i was expecting!,0
that maggi goreng looked amazing!,2
ohh muachee. i haven’t seen that in ages. hard to find around here these days,0
oh no don't ask for too much peanut dust.,0
salted egg mushrooms looks so good!,2
i loove lapcheong.,2
it's so delicious!,2
"if you enjoy and appreciate authenticity, you shall give mr.nasi lemak @ wisma genting is a place worth experiencing. definitely not the usual over-commercialised, hyped nasi lemak — but a traditional kampung-style malay nasi lemak. they were also featured in adam from otr food & history.",2
i studied in malaysia for 2 years and i enjoyed the food very much.,2
do an episode where you're really angry and you eat shitty food and frown,0
i like your food locations mark. you live the actual street life and normal people culture and scenery.,2
"welcome to malaysia,let's walk around in city kuala lumpur,don't forget to taste all kiind a famous food at street hawker, night market and restorant with malay,chinese and indian delicious dish full of great flavour,les't eat🇲🇾🐯🌺😎😎🤗🤗😤😤🌏♎♐",2
you disrespected malaysianswhen you ate the nasi lemak with a spoon and fork,0
wow you beat many locals on how to enjoy this food ❤,2
them pork lungs or beef?,1
malaysian food is the best cuisine in the world. the spicy + sweet + umami combo is unbeatable.,2
love this food make me drool,2
your making my mouth watering to go out there and check out the stalls .i like the chicken wings and the beef noodles and thats on my list .thank you .im an ardent fan of yours even before your son came travelling with you .,2
went for bbq chicken at 6p.m. on a saturday and there's no fire burning and they say they're not open.. waste of 2 hours,0
"it's the same as peking duck,the wings look the same..",1
i have never seen anyone get an orgasm over a chicken wing !! come on man..time to stop the drama over small stuff like a chicken wing..it's not your first time in malaysia and you had all those dishes before..,0
the fish wrapped in banana leaf is not even scaled or gutted..no thank you !!,0
"i really don’t mind going to malaysia every new year’s holiday. the food is heavenly and the places you can stay in are countless. tropical beaches don’t excite me anymore. touring kl and food hunting is most pleasurable. saying that, i put on a couple of kilos just in a week. let us know your secret for staying lean.",2
"i loove lapcheong, the chinese sausage.",2
the boneless fish looks good bangus or milk fish is delicious if deboned esp bangus belly,2
malaysian food is amazing my favorite cuisine in the south east asian region,2
modern malaysia or malacca empire (500) years ago used to be the hub of asia in term of distributing and trading spice and herb from all over asia and being delivered to europe on 14th 15th century so it wont surprised me with our richness taste of cuisines blend by history and culture since hundreds year ago and enjoy ur food buddy,1
going in a few days. i really want to try the sting ray and the claypot rice!! will come back and tell you how it tasted! thanks!,2
delipus in. taste. sweet. in cily. paste,1
wa no was fantastic! i wasn’t brave enough to try the beef lung though 😂 happy travels!! ❤❤,2
"maybe it's just me, but he eats like a pig",0
everything looked great until you got to be durian. that is the most disgusting thing ever made in the world. haha. stinks like shit and tastes about the same. 🤣🤣,0
"I just want to order near Uncle, wearing a blue shirt and marinating grilled fish, please wear gloves, thumbs with long nails, rings please throw away. please maintain hygiene.",1
address in malaysia.. i'll go this nasi lamak restaurant,1
😁 yummy yummy foods yummy yummy 😁,2
"mark, the terubuk has a lot of bones but my teochew grandma would cook it for many hours using asam and salted vegetables. the results? the whole fish, including the bones, can be eaten.",1
experienced the clay pot rice in jalan alor. it was incredible ❤,2
is it me or is it that this food always is lukewarm? like all that food was just sitting in trays.,0
wow! the clay pot rice! slurp!!,2
my dream is to eat that clay pot chicken rice!,2
that bonnie fish is called ikan terubok,1
8:19 thats not milk fish thats hilsha ( elish) .,1
nasi lemak i prefer with curry fried chicken,1
ok u use a spoon to add crap to ur food why not just eat with a spoon makes no sense,0
"according to google, the common malay name for a milkfish is ikan susu, with bagas and bandang (which are more common elsewhere in southeast asia and the pacific islands)",1
"next time try cooking classes with fizah in kuala lumpur, you will taste the best nasi lemak in malaysia!",2
a little bit of chili sauce 😂 not really 😂,1
bro learn to eat fish 😅,1
ikan terubuk (toli shad) has a ‘y’ bone and can live in both the ocean and rivers.,1
"he truly loves food, the way he describes durian is so on point",2
they just dunk that fish for a few seconds then grilled it..the marination not even get into the fish..the sambal n all the sauces condiment helps that fish ..if you taste the fist without sauces condiment it bland.. tasteless. if you want to eat ikan bakar pls go to malacca..,0
the nasi lemak guy with good spoken english 👍🏻 impressive.,2
those wings had me drooling,2
i love claypot chicken rice ❤,2
"omg. that moment when i saw he dipped the fish in the turmeric marinate with his ring on his finger, i know i'm never going to this place. disgusting! same feeling as watching people eat at streets in india.",0
cendol is from indonesia 🇮🇩,1
"sorry, that fish thing doesn’t look very appetizing!",0
love the claypot chicken rice❤,2
that is a stupid cendol,0
"food looks delicious, but eating with hands turns me off. it doesn’t look very appetizing. i know i’m biased because i didn’t grow up in that culture, but i’d be willing to try doing it",0
terubuk fish is kind of a love and hate type because it's delicious but many bones,0
all the dishes looked a bit disgusting and mediocre,0
"that beef noodle shop, my mother used to buy for me and my siblings , but a year ago when to dine in there, the staff were so damn rude, if it wasn't for the mother who did all the cooking, the shop wouldn't be that popular. they dont even ask if you mind sharing table with other people, just force you and if you refuse they give you a disgusted look",0
the terubok fish is a very forked boney fish but the meat is so tasty with natural oil,2
wow. sotong chili sauce 😋,2
the indian food in malaysia is so much better than whatever calls itself malaysian food. it almost seems like the malaysian recipes are halfway towards the indian recipes which are so much complete in terms of flavour and balance,2
it's terubok or toli shad fish,1
milkfish is ikan susu in malay language while the grill fish is ikan terubok (toli shad). ikan susu with less bones but ikan terubok with much bones that needed to be removed before eating. both fishes are nice for grilling and cooking asam pedas,1
"for bbq wings i would recommend bbq wings from queen’s restaurant, jalan peel",2
the guy forgot to put gula melaka in your cendol..cendol should be in light brown colour.,0
"shout to our nasi lemak, malay food always number one in malaysia yoo!",2
"hello, don't eat meat for breakfast! what you ate is lunch or dinner!",1
i love durian it’s my favourite fruit ❤❤,2
i love that food and fish is my favourite,2
"malaysian watching from canada, im just missing those 4 spots which i am familiar with, omg literally im crying when that thanni saar poured over that sambal petai, thats emotions mann!! and that juicy wings and that nasi lemak.. goshh !! cant wait to have my hands on those!!",2
it's call terubok fish,1
omg this is the first time i saw kangkung in nasi lemak!!😮,2
are the wings better than the ones in jalan alor?,1
nasi lemak on top of the world! 🗺,2
