text,Sentiment Label,,,
Your smooth camera work captured the city's vibe perfectly. Reminded me of my trip last week!,1,,,
Roti Canai is pronounced as Roti Chanai,0,,,
Saw the peanut pancake loveit somuch,1,,,
Follow me on IG for behind-the-scenes & updates not found on YouTube! https://www.instagram.com/yuldaze,0,,,
U should get the details of your hostel on booking/agoda,0,,,
pasar senai di johor kak,0,,,
Public transportation in Malaysia is confusing and unreliable.,-1,,,
I was scammed at a local market in Malaysia.,-1,,,
Nice coming to my home country and yeah its very good fr,1,,,
Felt unsafe walking at night in downtown Kuala Lumpur.,-1,,,
Mamma mia was the perfect exclamation  greetings from Italy Phoebe  ciao and take care!,1,,,
"That ""baby shark"" looks like a remora fish to me (in German ""Scchiffshalter"")",0,,,
I was scammed at a local market in Malaysia.,-1,,,
nice vlog,1,,,
Penang still can attract tourists despite the passage of time.,1,,,
Omg thank you so much!!! Shall keep your cafes and shopping list for my next week penang trip!!!,1,,,
Long vlog but full of tummy packed foods. U certainly have fun in Penang. Now i feel hungry,1,,,
"It rained the whole time I was in Malaysia, ruined my plans.",-1,,,
malaysia doesnt need tourism like Thailand for instance,-1,,,
"Nice country but a pity its becoming even more conservative and inward looking , especially at the top.",-1,,,
Come and visit the philippines...,0,,,
"Can anyone tell me how long it takes to get here from KL, and best way?",0,,,
Didn't find Malaysian culture as welcoming as expected.,-1,,,
Nasi kandar from Indonesia ????,0,,,
Very lucky...,1,,,
I like this video,1,,,
Central market back in those days use to be a wet market. Selling vegetables & meat…which is not air conditioned.,0,,,
"Malaysia's traffic jams are the worst, wasted so much time.",-1,,,
"Not sure if it is just me, I feel that our local vendors are overcharging on food and services. Doesn't look too friendly either, so best to check out East Malaysia beaches / islands.",-1,,,
Food was too spicy and not to my taste in Malaysia.,-1,,,
Please share in which month you made this vlog,0,,,
4:01 GOOD JOB JORDAN!!,1,,,
"Too many mosquitoes in the Malaysian rainforest, couldn't enjoy the trip.",-1,,,
Welcome to Malaysia!,1,,,
The tour guide in Malaysia was disinterested and unprofessional.,-1,,,
Will be going to KL next month and I appreciate this chill vlog. Thanks!,1,,,
Incredible camera work throughout the vlog. It really brought back memories of my own recent visit!,1,,,
Malaysia's weather was unbearable and humid all the time.,-1,,,
The beach in Malaysia was too crowded and dirty.,-1,,,
Disappointed by the pollution in some parts of Malaysia.,-1,,,
"For local hawker food, Shd look for tomato sauce kway teow (????), balachan beehoon and cuttlefish kangkong. There's a satay stall at Carpenter Street (8:00 on your video)... best satay in S.E.A.",1,,,
"Im Malaysian but i didnt shock with your title of this Video., by the way, Congratulations for your coming dude..aha",1,,,
Saya juga peminat novel Melayu suatu ketika dulu. Hlovate ada salah seorang penulis novel yang amat saya minat ?,0,,,
"FYI, this ""central"" of kuala Lumpur is not really Central. Malaysia is odd as it is more like America, everything is spread out. the ""Centre"" really depends on who you ask. Lol",0,,,
What is your hotel in KL ? Thanks,0,,,
Disappointed by the pollution in some parts of Malaysia.,-1,,,
I love how people dedicate time to daily reading. Your food looks really yummy. Enjoy your short cut and your new adventures.,1,,,
"Hi Phoebe...welcome to Malaysia 
Hopefully you enjoy a new experience here 
Have good day",1,,,
lang tengah. u r not far from it,0,,,
"I recommend you to go Ipoh, Perak.Ipoh Old Town is known for its old world charm, rich history, and cultural attractions, including ancient Chinese shophouses, street art, and trendy coffee shops.",1,,,
I’m the 600th comment!,0,,,
"Welcome to Malaysia, you will love it here for sure :)",1,,,
Nice vlog..,1,,,
Thanks!,1,,,
Hi Ralph & Sam! May I please know the name of the hotel you stayed at? :),0,,,
im so happy your fisrt time seeing shark in malaysia,1,,,
Malaysia is a nice and kind country i’m from Malaysia and i love it so much everybody is so kind,1,,,
If you think that nasi lemak in Air Asia aircraft is good ! You must be super delighted when you taste the real nasi lemak from the street vendor...,1,,,
"Malaysia's traffic jams are the worst, wasted so much time.",-1,,,
For malaysia high season = school holidays,0,,,
"Malaysia's traffic jams are the worst, wasted so much time.",-1,,,
Good prespective.....wellcome to Malaysia. Come explore the Borneo part of Malaysia there are Sabah and Sarawak,1,,,
The beach resort in Langkawi was not well maintained.,-1,,,
I was scammed at a local market in Malaysia.,-1,,,
Disappointed by the pollution in some parts of Malaysia.,-1,,,
"Good video Ken. Those small fish swimming along the sharks are remora, not baby Shark!!",1,,,
Unesco has warned that feeding eagles are not allowed.,-1,,,
Thank you for your vlog. It's very relaxing.,1,,,
U can try others island in Malaysia,0,,,
"Too many mosquitoes in the Malaysian rainforest, couldn't enjoy the trip.",-1,,,
Welcome to Bolehland,1,,,
Not much to see in Malaysia compared to other Southeast Asian countries.,0,,,
I agree the library definitely is 10,1,,,
The attractions were overrated and too commercialized in Malaysia.,-1,,,
Hey kid,0,,,
The cocanut comes fromm the cocanut trees!!!,0,,,
The beach resort in Langkawi was not well maintained.,-1,,,
Not much to see in Malaysia compared to other Southeast Asian countries.,0,,,
The beach resort in Langkawi was not well maintained.,-1,,,
"Nice, haven't been to the public library for quite some time after graduating from high school. 
Might consider to visit it again.",1,,,
Hello from Kuchinggg!!!,1,,,
We Malaysian respect each other we love u to be here..,1,,,
"Srs question, how tall are you sir",0,,,
Public transportation in Malaysia is confusing and unreliable.,-1,,,
I think it's only underrated among foreign tourists. East coast is famous among the locals actually.,1,,,
Nasi lemak 4.0 usd? Or myr?,0,,,
Hope you enjoyed your solo trip without husband & MIL! Hope the food was comparable to Singapore. Congratulations on your new job!,1,,,
Didn't find Malaysian culture as welcoming as expected.,-1,,,
"Hi       Nolan, Spielberg and Villeneuve have nothing on you. Your IPhone cinamatic video skills are next level!  Wondering video! ?",1,,,
Thats a palm oil tree Ken that you said looks like grapes,0,,,
Thank you  ????????????????????????????,1,,,
"Too many mosquitoes in the Malaysian rainforest, couldn't enjoy the trip.",-1,,,
Next time come to kota kinabalu,0,,,
That is a really cool city. Not what I was expecting with it's cool coffee places. Petronas Tower is something else at night!,1,,,
The beach resort in Langkawi was not well maintained.,-1,,,
Try Calayan Island in the Phils...Still tops my list...,1,,,
Nasi lemak basically rice cook with coconut milk n it's has flavour of creamy actually,0,,,
I live in malaysia :),1,,,
that library kinda cool,1,,,
"love to see your itinerary for this one plsss  i also prefer this laid back, chill, and very sponti spots you wentt and tapos less lang din yung touristy spots na pinuntahan niyo",1,,,
"Went there back in '80. There was absolutely nothing there. Had to sleep on the beach. Taken back by a fishing boat the next day. Monkey's had stolen my food in the night. My, how things change..",-1,,,
"Oh my god ,, KL very very Dhaka",0,,,
Looks very quiet & relaxing! Nice place to Chill out for a bit,1,,,
What for if night parties is forbidden?,0,,,
The hotel staff in Penang were rude and unhelpful.,-1,,,
Well done guys!,1,,,
When will you visit Mexico? Cute guy!,1,,,
The tour guide in Malaysia was disinterested and unprofessional.,-1,,,
"Cantikkkkk. Tenang dan tak ramai orang. Rasa nak pergi sekarang juga! 
Tolong sesiapa rekomen nak stay mana, bajet murah².",0,,,
"Love your videos, I like how you genuinely show the place and provide information and guidance to help and inspire your viewers",1,,,
Nice vlog. Pls visit india????????????,1,,,
The hotel staff in Penang were rude and unhelpful.,-1,,,
actually you have missed the glorious islands of the east coast!!!,1,,,
"hey malaysian here!

it isn't pronounced roti kanai

it is pronounced roti chanai

in malay the letter C is pronounced as CH",0,,,
"I like Anguilla, Cayman Islands, Virgin Gorda, BVI. How is Langkawi? I heard they had jelly fish there?",1,,,
The hotel staff in Penang were rude and unhelpful.,-1,,,
whats the hotel name u stay in kuala lampur,0,,,
Everything was overpriced in the tourist areas of Malaysia.,-1,,,
First!,0,,,
KL's city centre is nice but anything outside of that can be quite frustrating,-1,,,
"It rained the whole time I was in Malaysia, ruined my plans.",-1,,,
"It rained the whole time I was in Malaysia, ruined my plans.",-1,,,
"Malaysians are friendly, curious and humble. It's population is diverse. Safe travels and happy New Year! From Malaysia",1,,,
New subscriber!,1,,,
cannot wait to see you visiting Indonesia on the next trip!,1,,,
"4:08 For anyone who doesn't live in Malaysia, and doesn't know, that is the Merdeka 118 Tower, or otherwise better known as the second tallest building in the world!",0,,,
Felt unsafe walking at night in downtown Kuala Lumpur.,-1,,,
The tour guide in Malaysia was disinterested and unprofessional.,-1,,,
Had trouble finding vegetarian food in Malaysia.,-1,,,
"your shots, editing & humor makes these videos fly by so quickly, SO well done! The seamen-wordplay while describing the durian taste, omg hahaha",1,,,
Disappointed by the pollution in some parts of Malaysia.,-1,,,
"Bro, you should try Natuna. It’s more laid back and there’s not much content about that island",0,,,
Beautiful vid,1,,,
"Thank you again for visiting Malaysia! And yes, we are very serious when it comes to food 
Hopefully you can explore other parts of Malaysia as well in the future.",1,,,
Ironically the first postcard you held looks just like the place u had your first breakfast in KL,0,,,
Very interesting and very helpful video to plan a trip to Malaysia. Also beautifully shot with all the details we need to know. Thank you so much,1,,,
Thank you for your beautiful video ????,1,,,
"Coconut, Rm 3 can get",0,,,
Very nice vlog. Planning of visiting penang next month,1,,,
Try the air asia wantan mee next time,0,,,
Love u too.. take care,1,,,
Great vidéo would you give the link of the host of airnb and plz how much is the studio a day?,0,,,
Felt unsafe walking at night in downtown Kuala Lumpur.,-1,,,
"Wow.. so lucky, he only charged RM100 for a private boat... Even a 30 mins jetski in Langkawi cost RM180 tho...",1,,,
So you say book on line the week before you go to go up the towers : I go next year in August,0,,,
"https://www.youtube.com/shorts/VMbjD6vlHms
 https://www.youtube.com/@TheTravelChroniclesTV",0,,,
"KL is love and every time I watch your vlogs i am like, wow!! She is so beautiful!",1,,,
"Too many mosquitoes in the Malaysian rainforest, couldn't enjoy the trip.",-1,,,
"Malaysia is a multi cultural country, some of the place you go is definitely not the place where the people around me will go, and it definitely open my eyes",0,,,
Malaysia's weather was unbearable and humid all the time.,-1,,,
hello,0,,,
"Hi guys, you didn´t mention the name of the hotel. Looks great...",1,,,
Food was too spicy and not to my taste in Malaysia.,-1,,,
Love the crisp quality of your video.  Beautiful.,1,,,
